@relation water_potability

@attribute ph numeric
@attribute Hardness numeric
@attribute Solids numeric
@attribute Chloramines numeric
@attribute Sulfate numeric
@attribute Conductivity numeric
@attribute Organic_carbon numeric
@attribute Trihalomethanes numeric
@attribute Turbidity numeric
@attribute Potability numeric

@data
7.061846,211.091687,11300.238109,8.866359,299.938071,353.510425,16.895754,67.577109,3.958249,1
4.63825,182.419621,34261.985889,6.197716,307.458454,439.117705,7.760853,?,4.124538,1
7.678967,205.479918,7472.50648,7.181869,?,395.235784,7.91815,76.378309,3.718982,1
8.137713,178.716633,33786.716309,9.101885,?,481.073539,12.273181,95.905288,2.743867,1
7.481398,186.074765,13781.780284,4.649254,377.344372,323.772843,11.687124,66.29165,4.039976,1
8.082148,185.932419,28407.661026,7.605421,381.761884,402.658022,12.830646,86.979724,3.373485,1
?,210.627359,27983.179422,5.947213,?,436.844053,16.127527,64.564044,4.290393,1
7.702183,192.137531,18126.030963,9.154581,364.191227,646.732599,14.376337,90.527536,4.382159,1
6.750761,207.254505,23642.992597,7.691012,293.78304,446.696939,6.000391,30.900815,2.777726,1
?,219.706048,22387.315753,7.308501,316.973003,327.289543,12.785265,80.757866,4.649365,1
6.323942,185.992411,23234.788934,5.892963,347.236827,401.304895,13.263282,60.474031,3.575011,1
5.403884,199.016674,11571.421537,6.285434,?,377.430746,11.859074,74.012043,3.189942,1
5.699873,159.435601,31977.370137,5.249974,?,501.743218,8.008011,55.870245,2.416402,1
7.694265,184.836301,22673.034472,5.701063,?,439.633027,8.857706,64.975574,5.707193,1
8.581429,186.601621,20590.712114,3.924183,366.1319,384.305698,9.999398,66.693973,3.388448,1
9.888941,220.638823,19892.388914,7.986456,326.07656,460.812425,14.929172,59.602808,3.750164,1
3.42645,154.711724,21839.695956,4.965722,?,437.377181,14.689351,56.490077,5.978054,1
8.37044,231.442553,15063.814968,12.279374,?,422.293819,15.027088,67.503004,3.210635,1
?,204.852187,13286.156575,9.093843,332.845544,365.68752,8.589896,76.306376,4.268525,1
8.390501,215.295518,27032.142262,6.553958,282.859453,443.44559,12.841611,46.368219,4.150359,1
7.581945,193.286463,21675.682866,9.821499,381.930744,414.810985,16.109169,92.609084,4.833346,1
9.850055,208.740232,35289.23711,8.35011,337.209742,462.480199,10.105146,50.886006,4.521836,1
5.225684,185.050444,16276.398604,6.617098,?,394.634868,7.817812,89.052588,3.695747,1
9.663653,233.487268,13213.578254,10.149937,293.074657,326.777803,10.439619,62.455373,4.741944,1
?,158.762959,26210.116012,4.088763,?,354.847053,16.006711,85.338053,5.010163,1
7.935607,207.016852,19657.843315,8.604505,312.343607,358.849003,21.228127,63.771833,3.619651,1
8.928142,197.64853,27884.434252,8.968576,?,317.53268,21.497866,73.011132,4.111102,1
6.920343,207.821363,16689.799604,10.031146,286.413862,481.955877,9.771896,78.295022,3.266213,1
10.538098,200.139829,13867.244196,7.365015,409.44673,340.808823,17.073123,72.730639,3.823093,1
5.729303,162.857585,34573.678786,5.654856,415.287072,297.631365,13.990842,76.744677,3.556395,1
5.335689,178.640119,37993.182755,9.772522,343.258359,465.072796,14.834257,65.326531,3.921976,1
?,177.174021,38977.330798,5.477161,402.499393,484.172953,12.300107,61.569477,3.261592,1
6.769835,177.173258,34596.001872,2.866073,369.532996,389.516286,17.268074,64.868608,3.65579,1
6.84833,195.451482,15908.642086,6.241349,319.264722,404.204859,18.937338,75.392795,3.732202,1
?,231.159824,12856.728623,6.977019,344.447737,392.516902,13.217223,80.956458,3.308294,1
?,205.088789,27064.418409,7.398379,304.926475,409.501842,18.521792,61.486105,4.599573,1
?,155.864382,28224.774178,8.366723,392.582582,421.343736,18.778696,52.640594,4.93019,1
8.589202,233.727975,7263.056749,6.953308,268.971355,258.880209,8.986363,41.930439,4.041446,1
8.473649,182.997199,36412.48826,6.144666,?,414.308055,14.255356,56.735187,3.487816,1
7.591346,199.255322,25383.765183,7.924616,318.610478,416.445617,20.118827,48.27121,4.51515,1
8.137768,203.861867,24172.703313,6.844018,305.83258,470.836265,19.232961,30.708421,5.003826,1
5.352566,150.495214,27795.732041,5.464058,445.938391,422.422509,16.14451,78.374845,4.779187,1
7.99809,241.000277,9609.740605,9.842346,229.575561,428.882366,14.990567,39.842379,2.626547,1
11.898078,228.132673,8296.550611,9.899637,346.64975,500.16921,15.486862,63.52946,3.024968,1
7.442536,180.859091,18223.02708,8.57725,405.320016,564.793485,14.768337,57.757554,2.191138,1
5.140801,209.358561,21407.614287,4.415976,230.555856,378.89719,2.2,86.737223,4.192257,1
?,242.413429,9783.368727,6.400152,211.851592,351.99736,10.407257,69.909491,4.626701,1
6.947916,219.594385,10337.541703,10.414781,?,453.151938,14.213799,61.150299,3.685079,1
9.622106,182.909728,30307.217675,5.657004,422.445681,573.330497,17.699718,45.906782,3.975572,1
5.361212,171.315543,24709.728858,4.184891,366.814979,490.658747,15.122672,33.119613,1.812529,1
4.909519,186.190703,13652.60203,9.318248,?,460.566722,12.159457,89.830209,3.785507,1
6.376408,182.121038,33046.727606,5.351533,362.352143,350.236326,7.592516,66.225674,5.404046,1
3.940125,163.171653,25911.32168,4.13854,371.96718,487.985185,17.751705,63.612403,3.478005,1
6.916826,210.860439,29263.554069,6.011611,252.23133,392.363586,12.89221,77.07978,4.598622,1
9.146558,226.093425,6787.48466,9.241763,319.025809,459.569021,14.110476,80.571146,3.210882,1
10.268415,225.074218,14694.420625,6.722843,300.763772,353.630913,13.553796,64.012944,5.199865,1
8.787668,232.462637,7035.133797,9.306449,?,415.624882,12.051417,?,3.489946,1
7.368769,213.197019,18452.022995,8.292445,294.344858,496.270851,10.545092,94.837743,3.813881,1
9.35272,207.46516,23558.554746,6.504916,346.516535,420.594592,10.986683,?,3.398264,1
9.393148,215.051365,20592.258942,10.089537,331.338739,447.07446,10.778633,54.426968,4.665681,1
7.296573,197.646951,22535.085158,9.2882,323.449054,353.062907,6.039669,82.536173,4.679169,1
8.900865,211.306812,9592.151333,8.863272,348.43782,333.775327,18.267951,68.33317,4.518751,1
8.107244,228.171859,18364.831418,6.185948,246.942611,369.903199,14.613423,101.351525,4.688271,1
7.804369,216.673869,14160.686766,6.060144,281.355975,468.212537,15.147547,62.860627,4.075557,1
4.666148,171.2887,35680.067877,4.894374,314.613851,501.902864,14.210624,56.910254,4.556864,1
10.905076,207.004837,16099.151896,8.186479,369.683867,575.309037,17.55688,80.749849,3.720264,1
4.739549,162.246886,27215.902742,2.862535,372.815075,437.21759,15.130476,65.091291,2.942348,1
9.869232,223.772661,29549.658823,7.716923,281.11849,356.181916,14.202664,84.013585,4.73685,1
?,182.582228,19575.475363,10.048383,424.688994,383.490954,19.482945,76.634798,4.329204,1
5.827541,191.00493,25863.343245,4.823832,316.025513,370.357288,18.361858,48.658109,3.179129,1
0.989912,133.216942,16922.853899,9.293289,444.375731,322.291191,10.430076,43.578466,5.160604,1
?,235.240587,10443.796534,7.605519,?,319.84293,8.28655,80.540351,3.900509,1
9.485833,218.738236,15357.833373,8.534458,315.831396,429.622212,15.621139,64.826028,3.22113,1
6.435723,214.724669,9363.853988,9.997624,273.463139,508.345207,12.92587,71.42859,4.925339,1
6.365497,205.056536,7040.737621,11.302831,325.328543,371.579634,16.352858,74.312592,5.125417,1
?,202.475162,23828.207682,5.531685,409.28621,414.617655,13.797656,59.521664,5.266368,1
5.452215,199.228468,14446.81239,7.689191,298.318418,469.131951,14.020507,95.306239,5.190534,1
?,215.966579,21852.437944,7.457515,283.755824,364.701095,11.38321,76.538803,5.076362,1
5.433466,177.828302,31421.731633,4.584134,347.097354,490.284674,16.066439,58.416699,2.871196,1
7.374775,217.698644,12285.891483,10.038245,?,358.983254,16.293716,93.78438,3.592265,1
?,175.708553,25954.031764,6.229322,346.225062,379.290646,13.63691,50.590765,2.951396,0
5.226942,177.319603,28398.554196,6.294517,336.292918,328.38743,18.463095,62.075902,2.25955,0
4.594209,185.632858,27981.09119,6.761683,354.785217,380.723252,13.983833,74.576914,4.91791,0
6.784133,212.442338,12827.621007,7.403642,?,328.033576,10.861775,89.577036,5.035823,0
6.400256,172.299,15936.24736,4.935998,340.39293,435.40561,11.075622,58.365995,4.561494,0
6.839416,166.86697,28508.6378,7.238829,?,460.765994,11.378738,73.465133,2.854527,0
6.901863,164.723486,20442.615014,5.163931,341.537089,468.41635,10.362623,65.694878,4.047907,0
?,191.554815,22462.113287,8.186258,?,349.954534,17.247307,76.767797,5.260301,0
7.888844,228.488394,15824.788729,8.388944,314.843291,423.662707,17.630362,56.42021,3.630524,0
5.527633,218.518923,22095.637164,6.436288,?,412.86761,12.640135,44.328641,4.591137,0
6.492403,234.914512,18607.213193,8.620697,302.131306,442.104208,14.116824,65.636759,4.383395,0
6.6847,193.840931,34157.184474,9.876574,344.535407,498.063996,8.818757,66.659352,4.03066,0
?,196.334673,24108.127551,7.843144,352.623912,428.77061,10.287673,73.445934,5.034683,0
6.223678,238.084211,22423.495207,9.336774,?,474.665332,14.027766,80.774275,3.919575,0
4.758648,203.537832,23603.065417,7.667128,324.084334,288.912457,18.064957,85.916666,4.405509,0
7.440825,183.362713,17259.852302,4.610245,335.626443,452.995293,9.700906,80.537065,2.496343,0
8.054886,200.943484,12642.065947,7.309822,334.442064,446.748442,14.94908,71.202038,3.514098,0
7.061831,215.946322,24991.766021,9.138391,321.47336,431.424689,12.950444,64.02559,4.299019,0
?,214.737831,12666.005325,7.092691,302.491768,319.423051,15.433834,92.693936,5.005879,0
7.61161,222.252269,25063.683013,8.561124,287.948123,505.265483,18.273757,68.395413,2.873261,0
4.691438,200.889406,32182.262318,8.57165,364.746786,516.851623,12.404439,85.026227,2.730792,0
8.06417,209.839333,8712.002588,8.59151,355.443721,338.848158,18.721312,106.243066,3.246077,0
4.292967,212.808645,30434.269118,8.630313,333.48254,382.922363,15.779922,39.775513,2.804924,0
7.865757,184.912917,16147.00195,7.321343,?,505.912864,11.092842,88.048989,3.738618,0
9.085637,238.221968,9001.658753,9.820231,325.104847,381.346582,19.19574,98.490819,2.54402,0
6.592443,242.480473,9381.239931,7.303184,312.814395,440.601135,14.027297,70.929879,3.060827,0
7.032819,168.822395,29370.264184,5.390593,?,521.780884,21.119249,58.876766,3.633373,0
8.990317,195.809028,23728.294015,7.508305,348.714613,551.54039,15.254392,75.907869,4.494544,0
8.561219,205.366831,16686.31276,8.159299,?,347.840965,18.893137,68.089865,2.813889,0
6.739158,156.482759,30950.6811,6.54309,363.179624,425.288837,11.653458,70.367049,5.214484,0
?,209.426837,20827.983844,6.591371,313.874684,567.604151,17.954849,40.140152,4.238253,0
6.492627,213.065385,34314.087091,9.041146,335.291926,313.254743,11.135312,70.82911,3.378778,0
6.753128,191.982995,18222.931957,3.920974,296.196618,389.742462,9.689144,92.219615,5.102517,0
5.039374,142.860598,40829.353167,7.271543,?,386.803057,16.823773,52.297113,4.95742,0
8.296344,198.197051,17468.999802,8.262904,369.59074,294.325142,18.026098,44.061625,5.400811,0
5.455599,152.386735,37620.248469,5.78358,?,343.417588,14.401654,41.109869,4.476349,0
7.918183,224.152005,20012.172976,9.008726,302.393605,421.890083,22.187849,72.727868,4.764194,0
5.018046,194.668167,27317.099444,6.155484,?,313.477959,10.407479,85.685272,5.035154,0
6.495435,252.010903,32775.632585,8.479302,?,330.045052,9.854011,80.561077,3.390471,0
?,203.050244,28184.900527,7.076634,344.524179,445.700761,19.775367,53.270152,4.456104,0
8.783168,218.03284,16183.586649,7.390474,334.053885,389.021616,16.35452,47.100982,4.274137,0
?,184.750698,28499.107328,6.550031,330.719549,381.501604,11.044405,62.014822,3.40327,0
8.159667,215.648216,17068.298863,8.769622,319.253201,459.541159,14.192544,60.373722,2.957195,0
7.685397,230.335708,7324.701425,7.991366,331.512533,492.850391,14.233952,74.068658,4.179187,0
7.762021,173.636742,15548.416674,5.018671,330.390976,520.640774,11.147704,87.481505,3.256301,0
7.207931,204.010347,18493.872175,5.557864,311.568227,437.512042,12.994596,31.39045,4.705562,0
6.987042,169.727116,19472.624328,5.017698,366.01892,425.670964,17.314681,48.882198,4.475161,0
4.692197,221.547773,24211.63077,9.36325,307.713996,406.551667,12.618252,60.003148,4.009006,0
?,219.725713,9840.78282,8.513655,309.838732,396.805652,12.428763,71.625497,3.183435,0
4.059431,200.38308,25770.006722,8.34213,?,414.157826,11.084834,?,4.330322,0
8.389946,213.665685,17674.706149,8.348815,?,471.36988,19.301248,70.829513,3.569717,0
10.695532,220.451078,10571.770377,6.521422,295.976094,414.256086,14.774801,58.735933,4.154845,0
6.791697,175.894346,21467.950866,7.101224,349.492177,427.23974,12.556983,55.253912,2.817391,0
9.953952,232.949002,3773.281147,9.97985,?,339.883029,18.34359,82.449002,4.052905,0
?,218.986406,9836.401847,7.064672,328.724289,386.345247,15.547964,57.328116,3.837257,0
4.489784,188.251939,14906.047922,8.48603,374.226926,518.585253,11.226578,65.182759,3.776226,0
8.020869,175.873676,21759.363929,7.487278,352.983112,428.660965,4.966862,72.305219,3.442121,0
5.090035,174.266357,34094.057177,6.741909,376.663608,526.361082,17.107563,48.546257,4.838862,0
6.466875,214.33727,14848.129489,7.054938,304.573245,304.956372,12.180826,?,3.408169,0
6.702496,208.553784,29057.227617,7.029491,302.74496,361.947758,10.614582,53.879737,4.267953,0
5.766204,179.572652,27700.121945,6.198937,?,536.268673,12.828121,90.006765,4.472018,0
6.571099,207.741025,23372.882654,6.280195,313.846972,497.90232,12.874805,75.41671,4.555949,0
8.50922,200.304348,10587.304929,6.392545,307.39896,585.222628,11.798991,63.827569,2.519892,0
5.953982,186.457084,32241.079614,8.439681,347.713157,416.090998,14.638927,68.907754,4.071916,0
5.403196,185.643523,27509.893425,8.257587,?,587.378692,10.024039,63.3975,3.871463,0
5.59693,162.724672,23930.374549,7.456557,?,535.339561,19.174739,54.966317,3.506765,0
10.63291,198.378012,12958.748457,7.135497,322.623249,522.02787,16.722195,71.776018,3.722455,0
4.916819,162.456784,22829.123212,4.024456,360.590445,541.772315,11.580141,?,3.836703,0
7.183096,200.368159,13501.677965,7.982097,358.331849,617.540906,11.176548,71.536834,3.806539,0
5.923441,167.658602,25951.554036,6.296103,350.381981,471.857511,15.770464,53.321812,4.107364,0
7.377037,175.008276,15340.951839,6.144845,371.010524,579.461824,11.91574,78.179171,4.531659,0
7.833496,220.957433,28338.981461,9.370848,316.274403,462.142424,15.333005,57.033522,5.58083,0
4.745764,186.303137,33153.812976,8.840474,370.167851,296.964102,14.784314,48.451375,3.699146,0
9.055826,196.475899,20226.287945,5.838594,298.80356,342.359411,12.813634,84.279218,5.456913,0
5.492156,176.271404,26422.097889,8.072934,366.644766,500.938788,7.609798,59.396787,3.294129,0
4.487517,199.051403,36860.468899,9.751561,338.049428,390.566945,8.12347,75.668785,2.765722,0
7.027186,185.320701,30988.973019,8.600477,327.46267,326.26908,9.98201,52.716589,5.353043,0
10.200645,182.080601,8016.202938,5.567501,337.78158,291.600283,13.469924,50.567372,5.17472,0
6.784279,140.366709,17569.579819,4.084932,?,374.18184,10.63423,97.08706,4.045547,0
8.080415,166.8917,18136.128859,6.867553,?,600.937203,16.30779,55.586142,4.070824,0
?,191.348259,14017.372066,6.4907,345.560481,423.978389,11.863248,65.791687,4.167336,0
7.344976,182.306942,5689.804405,6.76435,373.872785,360.184473,20.483902,73.488981,3.418763,0
5.92374,200.561213,33306.012538,7.430037,?,399.948332,13.79787,63.463409,3.88446,0
8.285395,196.552068,19096.822369,7.357857,342.936881,388.941163,14.151473,73.187013,5.438488,0
5.949519,160.442631,16898.808297,6.045906,367.328542,451.012788,16.359951,62.368234,4.072198,0
?,192.202168,34160.925144,8.963156,363.472798,474.781734,15.90527,50.807825,2.998335,0
?,215.997117,35971.025113,10.030508,330.858927,558.108549,14.337804,81.769775,2.934137,0
5.296579,220.080832,39537.08646,9.232766,322.433592,393.388603,10.583336,58.801469,3.91847,0
10.282068,198.546363,8108.297322,5.548407,332.017935,568.07898,15.661692,28.770619,4.572923,0
7.016836,167.362187,18014.995703,5.903058,362.523416,471.484395,10.692588,45.002014,4.101398,0
6.871607,197.517093,19557.993724,8.311349,355.087258,379.507739,18.240712,65.69423,4.180389,0
?,214.17233,8985.911807,7.297973,?,498.803917,9.583323,37.616485,5.504749,0
8.274069,195.803331,18091.202615,7.422104,365.407222,369.198334,16.99633,?,2.575423,0
8.238879,198.213405,11451.312217,5.30899,309.329423,401.063764,13.243329,81.19771,2.784713,0
5.791154,190.431679,20288.235569,6.298366,347.04102,544.857481,17.706838,84.388191,4.104835,0
6.153369,237.139828,22052.034619,8.090494,306.23918,485.098483,17.075263,58.108259,4.030337,0
7.303052,196.952875,22053.010262,5.392693,305.221564,451.605924,14.665561,71.710779,4.14487,0
7.592672,177.080839,14912.225506,6.041144,349.240614,355.284442,17.161966,42.115257,3.341427,0
6.784116,189.608347,12736.865001,5.935772,?,480.308581,20.606409,76.621489,4.072187,0
5.606856,211.513097,32423.462685,6.812943,?,446.386404,20.92695,52.218979,4.070966,0
?,223.443111,36290.746112,9.380013,333.4452,373.92016,16.520496,64.696691,3.817779,0
4.922045,197.287207,38494.720246,9.144953,383.239138,357.470704,13.125942,61.86458,2.291695,0
5.700785,185.922247,27365.106363,7.5631,?,359.506553,15.089441,56.463434,3.978141,0
?,215.578464,25338.619342,5.787191,266.109993,429.350268,11.854461,71.165352,3.134,0
10.678056,168.695766,7066.376917,4.866092,?,327.658644,16.296688,46.672483,4.308257,0
7.602121,199.353166,11346.143453,6.90038,304.966488,210.319182,17.925782,62.846673,3.698875,0
8.846282,188.415001,17734.949625,6.057868,317.150545,419.395569,17.115447,60.251578,2.925038,0
6.751699,203.400452,26325.817699,8.36547,341.895636,381.440388,19.527319,58.293945,3.756007,0
?,148.103129,13597.896038,5.733148,374.018311,357.71106,13.278896,72.695499,3.619591,0
?,202.079864,12519.09066,7.627524,?,399.883388,12.748217,?,4.439215,0
5.088213,159.962612,39125.209196,6.055623,375.619186,400.155324,20.1896,68.688694,2.600619,0
6.954907,159.766399,21895.285701,4.4939,337.267177,482.59827,10.663492,78.763592,3.169715,0
8.983812,204.648515,15158.721748,8.645882,?,416.89916,14.618767,68.902945,2.445673,0
9.51966,204.080945,17258.188355,6.154073,310.716294,395.698538,17.061389,44.273379,3.994556,0
4.700393,195.352807,35216.534274,7.919083,335.279376,539.464648,9.852785,64.721331,3.481944,0
10.386133,200.891192,17982.387256,5.845502,338.999274,336.279707,14.319411,62.156686,4.921341,0
5.746529,183.471794,35633.268511,6.066386,327.55785,354.174437,12.548871,70.525972,3.808372,0
?,192.97038,11125.443537,4.954923,324.758184,332.956298,15.164574,79.264575,4.699121,0
?,248.954655,25253.079062,8.921733,296.821034,482.846939,14.142251,69.104012,3.941074,0
10.81129,209.10305,11848.22827,10.14106,349.923229,393.186446,15.474876,66.030317,4.416184,0
8.966836,228.691355,16764.854765,7.137871,320.555995,456.426489,12.599998,77.330137,3.654355,0
?,212.449974,5699.504942,6.64784,333.052491,269.344635,18.08249,89.816057,2.276392,0
6.848805,204.812711,20555.559572,9.775004,387.686388,389.638228,12.298753,49.452046,3.130045,0
8.861702,200.612299,15247.128031,6.050225,313.127081,521.774114,13.780427,69.870484,3.579107,0
4.252985,149.938655,20497.822225,3.271144,302.819823,427.113756,16.086949,68.200877,3.5883,0
6.72983,229.407784,23114.031833,9.733356,321.160463,521.835525,13.140447,68.252067,4.724322,0
5.92454,186.620068,44376.187382,6.61418,341.637774,273.446838,12.758115,59.456691,4.224343,0
6.783888,193.653581,13677.106441,5.171454,323.728663,477.854687,15.056064,?,3.250022,0
7.390897,219.335978,25574.091721,8.760434,?,553.057663,17.730371,60.598432,4.325132,0
6.470152,176.736376,30594.280675,4.393138,324.659233,524.909781,16.614248,84.299703,3.125391,0
6.930391,190.189388,25780.059077,6.259353,331.030251,481.737559,14.049483,70.58636,3.699796,0
9.302441,236.580794,5230.63043,8.300402,?,367.897563,12.863992,18.101222,3.675985,0
7.421998,220.385314,15772.65317,9.157615,319.912939,463.296914,16.98166,80.269354,3.60361,0
6.583065,163.361604,17977.693938,6.542088,?,383.124504,18.094544,44.136469,3.772859,0
6.204429,211.640958,35439.68784,6.236836,314.131317,552.462792,8.660869,56.350096,4.106808,0
9.066628,203.384123,22710.458374,5.962837,321.585936,496.161452,18.367621,76.41651,4.055421,0
4.713117,209.342051,20070.567792,6.591109,301.965541,354.170181,14.023834,89.650788,3.923356,0
10.581386,213.776439,11298.450091,7.668897,300.184622,497.169128,17.971295,83.345304,2.966946,0
7.574261,227.984665,8672.527773,7.335362,?,433.679543,11.238914,54.865889,3.686759,0
6.138785,158.422129,20129.97882,6.812143,352.229961,373.84362,13.417813,80.731097,4.67729,0
5.276324,186.38259,42063.874405,6.862988,319.837985,312.002533,18.964418,71.398976,3.883029,0
6.776879,189.438813,19663.791312,8.386404,375.457345,420.357392,14.83156,61.05042,3.322065,0
7.239416,211.872828,13911.826629,8.204071,345.043983,494.41691,15.416475,32.745611,4.531825,0
6.552279,190.547678,15362.452383,6.928597,356.317975,353.063659,14.89621,?,3.443385,0
8.408766,210.795406,27662.397101,6.63421,291.687653,555.580978,12.344834,67.061824,2.372791,0
7.986399,202.09394,20447.490132,5.689518,?,477.668836,12.258396,43.841692,4.814779,0
7.366915,185.043597,14151.760083,5.584369,324.570459,336.956867,15.233826,49.997034,3.051317,0
6.062738,224.841181,25842.581279,9.463391,?,385.391619,13.07475,85.351214,4.369455,0
7.856471,204.783428,5619.135558,5.816703,343.545419,432.04312,14.94772,55.961613,4.534681,0
5.158396,189.295789,35086.396963,6.736118,340.871819,331.586726,12.909798,61.344664,4.645852,0
?,197.570736,17439.444061,6.226491,?,406.014794,16.690266,68.969018,3.45832,0
6.399081,230.027933,23037.076833,10.517848,316.072561,452.97448,13.625533,?,2.620538,0
7.394256,207.963038,29917.820209,7.816294,?,392.496665,13.173426,79.780438,4.263193,0
4.443851,240.167901,24070.263651,9.768406,338.052437,533.968647,11.877582,69.036523,5.038119,0
8.247148,175.91183,9913.963346,4.974506,324.433308,302.200496,11.070511,71.438165,3.941969,0
4.902159,214.643756,28278.789276,9.915647,337.137553,375.036369,15.503144,61.591036,3.499049,0
6.863136,194.586659,23610.517563,8.193416,346.768052,439.229616,14.659741,89.027196,4.319777,0
6.669532,190.751165,16246.173191,6.372975,324.341893,383.245825,7.852086,86.440561,1.964863,0
7.59567,207.11547,13486.142191,6.192663,328.209566,452.445746,14.81063,88.020365,3.403393,0
8.163076,183.161853,20335.67651,6.028559,333.084455,475.296471,18.248098,49.604842,3.287244,0
8.870278,193.369948,16854.129457,5.180106,318.354612,355.470925,19.032219,58.809199,4.182741,0
8.769676,215.368742,13969.438863,7.548543,322.79907,369.016667,18.919188,54.755214,3.776718,0
4.737391,215.529511,30684.211642,8.781905,?,313.513502,11.070289,62.914421,3.853388,0
7.790875,196.478712,24061.349596,6.785685,350.117254,471.518536,15.343316,44.544627,3.076214,0
?,238.409598,26493.076207,8.669944,311.553679,369.283864,11.75993,91.239299,3.241267,0
6.087306,214.556086,11628.336675,7.231927,?,344.072028,13.232308,98.68662,3.666672,0
7.651294,200.717051,11699.13355,6.648273,349.255445,420.828362,18.863817,52.908851,3.258042,0
4.771491,200.374076,48002.084596,9.165239,340.310176,310.927835,18.768328,63.664155,3.936973,0
?,190.630636,26913.373486,4.649166,302.417529,509.284869,16.198948,64.101951,3.452822,0
5.392058,198.017165,19900.407838,7.843226,348.951924,419.813956,14.616509,80.568252,2.978925,0
5.477283,165.436093,29046.083515,5.523011,370.893085,488.774595,17.265186,80.234797,6.357439,0
6.364156,193.506903,22958.009993,6.674635,?,432.194357,16.271825,64.576851,4.764412,0
?,226.765646,39942.953898,8.594715,?,538.621803,13.744749,?,4.863378,0
8.347949,231.203101,13533.230033,7.623604,313.671127,527.380871,18.663901,58.052866,4.217861,0
6.615982,194.980636,20919.051434,6.13637,?,383.122057,9.684376,41.337775,4.635709,0
8.31238,203.744548,8727.247349,7.456302,?,543.392988,15.4704,81.508682,2.988093,0
6.836225,166.742962,24293.172663,6.861235,332.881582,390.804955,16.006991,87.101925,3.666614,0
6.385471,231.488458,26756.918,8.774357,?,422.067701,16.563116,73.26064,4.681717,0
6.490037,205.541517,19397.323889,7.894245,368.561073,479.786195,15.805085,56.98202,2.430883,0
?,236.356975,24873.622781,9.410658,300.688417,479.056034,13.521923,46.598871,5.284233,0
6.648849,181.688122,30733.503838,5.961272,343.925222,257.704179,17.758444,35.296181,4.827527,0
?,210.979747,21174.40848,7.618885,?,572.743407,15.110849,90.252455,4.217553,0
9.323584,212.71067,15751.1753,5.50107,296.848512,399.773704,10.622265,74.554285,3.00665,0
4.581969,186.097915,33897.068202,6.358402,316.552791,406.382378,19.699848,62.323303,4.500208,0
7.884842,229.24266,21733.828044,7.903081,315.189984,368.770894,11.635399,49.804322,4.631641,0
6.168839,238.301048,24827.516641,7.720011,269.490173,482.673327,22.09199,79.169281,4.43576,0
7.230845,177.574803,17864.689386,5.818229,343.593332,367.689992,19.91295,59.303053,5.622018,0
?,235.004598,3900.913892,6.93873,286.765101,553.494032,19.418013,84.84774,4.071344,0
8.693104,184.772809,13283.778053,6.521815,348.554792,560.96591,13.978348,71.733845,2.898223,0
?,194.806091,32981.239456,9.554785,?,286.794432,10.415889,71.905147,3.23168,0
4.79746,190.315127,21280.246559,6.188503,326.794194,357.436193,11.713821,63.863068,4.038503,0
9.319176,199.333565,14294.24035,7.78494,366.051752,338.44145,15.215293,63.391468,4.12923,0
7.581688,180.74914,11989.246243,4.977307,328.176978,617.883513,13.561253,39.215917,4.457282,0
5.348214,232.668509,11797.920916,7.816285,312.986753,371.910647,11.97568,65.797023,3.311168,0
5.487876,179.206983,20162.018618,5.21143,305.264142,510.609385,12.588475,58.861558,4.223576,0
?,206.577843,40710.524386,8.813666,320.449328,468.051715,14.5235,71.450447,5.486132,0
8.315959,221.270223,16123.304451,9.475801,348.177331,501.673983,22.159747,75.364974,2.760213,0
8.551078,216.415932,28909.290284,6.936782,295.223707,510.895001,16.202371,79.859323,4.04638,0
6.013161,218.843256,21573.747571,9.295852,321.168313,444.276635,14.744347,62.443239,3.455623,0
5.744068,173.850882,28391.998185,7.01733,355.461589,336.061803,16.89518,65.447362,3.171655,0
5.21899,164.790992,27007.886906,6.592517,?,422.223802,14.070879,73.92032,4.383943,0
?,240.429787,25959.613898,10.571596,?,446.742975,13.573471,80.268372,3.358353,0
7.458708,207.786573,10513.296781,8.920633,?,442.368143,18.725302,43.898088,2.938082,0
11.02788,228.322798,13124.105636,7.516643,319.354039,376.231918,8.033859,48.529038,4.178898,0
6.72958,242.164146,17975.553227,9.808651,322.235101,440.859435,13.571223,62.179477,4.003458,0
4.150214,174.926741,41489.639814,5.569869,?,425.250046,12.534009,86.683635,3.502371,0
7.159398,171.816105,28954.801012,5.81709,357.328759,530.526411,18.117042,79.09444,3.254926,0
?,235.417457,13927.002507,8.551447,?,446.422357,14.134954,51.705215,3.662648,0
6.209697,169.318505,22610.768713,4.875414,327.379939,549.276728,17.015118,51.505508,3.893767,0
?,178.777716,10490.838987,7.533042,354.057649,367.758689,14.66895,57.401465,4.126408,0
9.608534,231.340228,4544.841718,6.577834,300.92233,328.904494,11.789619,78.568182,3.042797,0
5.375896,153.712874,56867.859236,7.894086,?,493.888464,15.116023,57.712992,4.17422,0
8.697122,166.452774,27752.00024,5.350924,372.264099,393.555796,13.748668,75.024545,4.180568,0
7.748929,198.843094,18939.936655,7.375883,316.820248,368.402857,9.984033,65.251551,3.136945,0
7.117918,216.116319,20067.572789,9.605651,349.084949,331.971661,17.53913,84.032858,4.213568,0
8.310029,212.698276,40936.153391,7.703375,301.254422,365.431212,12.971869,70.485251,4.775785,0
